"title","Street Tree Planting"
"copyright","Copyright (c) 2022 NYC Department of Parks and Recreation"
"link","http://nyc.gov/parks/treework"
"description","NYC Department of Parks and Recreation"
"language","en-us"
"lastBuildDate","2022-10-25 00:50:05"
"note","The raw data contained here may be displayed differently than what appears on the Tree Work Hub reports at nyc.gov/parks/treework, due to post-processing of the data to make it readable for the web (e.g. updated addresses, entries not displayed due to missing addresses, reformatted dates, etc.)."
"lng","lat","Borough","ZipCode","BuildingNumber","StreetName","FiscalYear","PlantingSpaceID","CommunityBoard","PlantingSeason","CityCouncil","TreeID","WOId","WOStatus","CompletedDate"
" -73.84036126","40.83611463","Bronx","10461","1332","COMMERCE AVENUE","0","2770787","210","05/31/2022","13","0","14139239","Not Completed",""
" -73.94496415","40.67031200","Brooklyn","11213","272","BROOKLYN AVENUE","0","2797838","308","05/31/2022","35","0","18205789","Not Completed",""
" -74.09668312","40.64479251","Staten Island","10301","730","RICHMOND TERRACE","0","2846283","501","05/31/2022","49","0","13707989","Not Completed",""
" -74.12773681","40.62377085","Staten Island","10310","77","RAVENHURST AVENUE","0","2846740","501","05/31/2022","49","0","13803826","Not Completed",""
" -74.11663474","40.63115289","Staten Island","10310","410","BROADWAY","0","2833517","501","05/31/2022","49","0","13803016","Not Completed",""
" -73.87745610","40.82913417","Bronx","10472","1211","WARD AVENUE","0","2778682","209","05/31/2022","18","0","14230398","Not Completed",""
" -74.09110559","40.58784452","Staten Island","10305","1675","HYLAN BOULEVARD","0","2841352","502","05/31/2022","50","0","13877014","Not Completed",""
" -74.16087972","40.63751902","Staten Island","10303","3032","RICHMOND TERRACE","0","2848230","501","05/31/2022","49","0","13748807","Not Completed",""
" -74.08757099","40.58145721","Staten Island","10305","459","DONGAN HILLS AVENUE","0","2850197","502","05/31/2022","50","0","13877419","Not Completed",""
" -74.16153877","40.62653846","Staten Island","10303","2160","FOREST AVENUE","0","2855888","501","05/31/2022","49","0","13877055","Not Completed",""
" -74.16141751","40.62652532","Staten Island","10303","2158","FOREST AVENUE","0","2855889","501","05/31/2022","49","0","10275130","Not Completed",""
" -73.88979821","40.85564324","Bronx","10458","2364","LORILLARD PLACE","0","3163609","206","05/31/2022","15","0","9518563","Not Completed",""
" -73.97188071","40.68094527","Brooklyn","11217","556","DEAN STREET","0","2632507","308","05/31/2022","35","0","18625180","Not Completed",""
" -73.88989494","40.85553254","Bronx","10458","2360","LORILLARD PLACE","0","3163611","206","05/31/2022","15","0","9518565","Not Completed",""
" -74.03172256","40.63837542","Brooklyn","11220","6804","BLISS TERRACE","0","2637744","310","05/31/2022","43","0","18783342","Not Completed",""
" -74.14946186","40.62629825","Staten Island","10303","21","WESTBROOK AVENUE","0","3177596","501","05/31/2022","49","0","18843663","Not Completed",""
" -74.14972513","40.58554542","Staten Island","10314","99","LEWISTON STREET","0","3191654","502","05/31/2022","50","0","9420422","Not Completed",""
" -73.84461407","40.71179924","Queens","11375","101-02","ASCAN AVENUE","0","4040947","406","05/31/2022","29","0","15593548","Not Completed",""
" -73.75213772","40.77473231","Queens","11363","104","ARLEIGH ROAD","0","2862057","411","05/31/2022","19","0","18782089","Not Completed",""
" -73.77297202","40.70752253","Queens","11423","184-17","HENDERSON AVENUE","0","2883355","412","05/31/2022","27","0","18513238","Not Completed",""
" -73.96169187","40.66749916","Brooklyn","11225","915","WASHINGTON AVENUE","0","4056138","309","05/31/2022","35","0","18103048","Not Completed",""
" -73.88919772","40.84604198","Bronx","10457","1992","CLINTON AVENUE","0","3174909","206","05/31/2022","17","0","18490180","Not Completed",""
" -74.07991981","40.63869837","Staten Island","10301","226","DANIEL LOW TERRACE","0","3193139","501","05/31/2022","49","0","19146195","Not Completed",""
" -73.92704906","40.77034626","Queens","11102","21-04","29 AVENUE","0","3638708","401","05/31/2022","22","0","15807423","Not Completed",""
" -73.91399273","40.76773416","Queens","11103","25-39","37 STREET","0","3642549","401","05/31/2022","22","0","9466977","Not Completed",""
" -73.91056734","40.74704682","Queens","11377","52-040","39 DRIVE","0","3470640","402","05/31/2022","26","0","10079828","Not Completed",""
" -73.98303331","40.69711026","Brooklyn","11201","235","GOLD STREET","0","3651570","302","05/31/2022","33","0","19084835","Not Completed",""
" -73.94404046","40.75677784","Queens","11101","10-11","40 AVENUE","0","3652933","401","05/31/2022","26","0","9939814","Not Completed",""
" -73.93151375","40.75703741","Queens","11106","36-05","29 STREET","0","3634098","401","05/31/2022","26","0","10005294","Not Completed",""
" -73.89420333","40.86189345","Bronx","10458","316","EAST FORDHAM ROAD","0","3650573","205","05/31/2022","15","0","13433677","Not Completed",""
" -73.98613939","40.67695826","Brooklyn","11215","486","CARROLL STREET","0","3657823","306","05/31/2022","39","0","18508699","Not Completed",""
" -73.98937591","40.68542768","Brooklyn","11201","116","WYCKOFF STREET","0","3511048","302","05/31/2022","33","0","18690767","Not Completed",""
" -73.99014287","40.68572695","Brooklyn","11201","94","WYCKOFF STREET","0","3924862","302","05/31/2022","33","0","18736986","Not Completed",""
" -73.71918483","40.73463418","Queens","11426","84-08","248 STREET","0","3727322","413","05/31/2022","23","0","16667146","Not Completed",""
" -73.91595279","40.76686664","Queens","11103","25-98","36 STREET","0","4418410","401","05/31/2022","22","0","7196429","Not Completed",""
" -73.98489358","40.68368305","Brooklyn","11217","248","WYCKOFF STREET","0","3943475","302","05/31/2022","33","0","18753068","Not Completed",""
" -73.91603129","40.76813489","Queens","11103","25-058","35 STREET","0","3888456","401","05/31/2022","22","0","14271187","Not Completed",""
" -73.88999806","40.85541453","Bronx","10458","2356","LORILLARD PLACE","0","3163612","206","05/31/2022","15","0","9518567","Not Completed",""
" -74.08603039","40.63415845","Staten Island","10301","11","CEBRA AVENUE","0","2861583","501","05/31/2022","49","0","9399597","Not Completed",""
" -73.88408639","40.84487348","Bronx","10460","2079","MOHEGAN AVENUE","0","3175700","206","05/31/2022","17","0","18633498","Not Completed",""
" -73.94940366","40.67152440","Brooklyn","11216","870","ST JOHNS PLACE","0","4035355","308","05/31/2022","35","0","14286292","Not Completed",""
" -73.87453316","40.82476754","Bronx","10472","1021","STRATFORD AVENUE","0","3936007","209","05/31/2022","18","0","14185978","Not Completed",""
" -74.01562428","40.63664344","Brooklyn","11220","6224","6 AVENUE","0","4048682","307","05/31/2022","38","0","15453197","Not Completed",""
" -74.03271501","40.63773880","Brooklyn","11220","88","BAY RIDGE AV","0","4984253","310","05/31/2022","43","0","18783331","Not Completed",""
" -73.87436133","40.82463473","Bronx","10472","1021","STRATFORD AVENUE","0","3944471","209","05/31/2022","18","0","14185980","Not Completed",""
" -73.89885865","40.88793437","Bronx","10463","5925","BROADWAY","0","4017281","208","05/31/2022","11","0","18846782","Not Completed",""
" -73.74538765","40.71031651","Queens","11429","104-50","212 PLACE","0","4282647","413","05/31/2022","27","0","18827023","Not Completed",""
" -73.71595335","40.74457919","Queens","11004","254-20","UNION TURNPIKE","0","4291205","413","05/31/2022","23","0","8594125","Completed","2021-12-07 00:00:00"
" -73.71375495","40.73901718","Queens","11004","82-41","255 STREET","0","4292781","413","05/31/2022","23","0","9049438","Completed","2021-12-07 00:00:00"
" -74.13013163","40.63085013","Staten Island","10310","868","POST AVENUE","0","4047893","501","05/31/2022","49","0","18945936","Not Completed",""
" -74.08684330","40.64102550","Staten Island","10301","291","JERSEY STREET","0","5317765","501","05/31/2022","49","0","13728033","Not Completed",""
" -73.74601721","40.70738529","Queens","11429","209-38","110 AVENUE","0","4307470","413","05/31/2022","27","0","18866991","Not Completed",""
" -73.86581661","40.70486803","Queens","11385","78-25","83 STREET","0","4309104","405","05/31/2022","30","0","9546620","Not Completed",""
" -73.73633333","40.66952962","Queens","11422","137-16","BROOKVILLE BOULEVARD","0","4056161","413","05/31/2022","31","0","9049850","Completed","2022-06-07 00:00:00"
" -73.75520380","40.66461668","Queens","11413","144-23","223 STREET","0","5442359","413","05/31/2022","31","0","6549054","Not Completed",""
" -73.82465067","40.58330878","Queens","11694","103-22","ROCKAWAY BEACH BOULEVARD","0","4070299","414","05/31/2022","32","0","19034233","Not Completed",""
" -73.70864205","40.73539272","Queens","11001","84-60","259 STREET","0","4294329","413","05/31/2022","23","0","16545115","Completed","2022-05-26 00:00:00"
" -73.85084295","40.73486900","Queens","11375","63-10","108 STREET","0","5442137","406","05/31/2022","29","0","6549987","Not Completed",""
" -73.82397676","40.69885302","Queens","11418","125-12","89 AVENUE","0","4420965","409","05/31/2022","29","0","18774446","Not Completed",""
" -73.87801039","40.70210272","Queens","11385","72-02","MYRTLE AVENUE","0","4442069","405","05/31/2022","30","0","9411570","Not Completed",""
" -73.98473860","40.65968915","Brooklyn","11215","430","17 STREET","0","4013877","307","05/31/2022","38","0","14489697","Not Completed",""
" -73.89037514","40.70163091","Queens","11385","71-27","65 STREET","0","3907423","405","05/31/2022","30","0","7310575","Not Completed",""
" -73.89877508","40.88809326","Bronx","10463","5925","BROADWAY","0","4026519","208","05/31/2022","11","0","18846379","Not Completed",""
" -73.87952624","40.70198154","Queens","11385","71-16","MYRTLE AVENUE","0","4939381","405","05/31/2022","30","0","9411568","Not Completed",""
" -73.99600767","40.73086858","Manhattan","10003","4","WASHINGTON SQUARE NORTH","0","5466217","102","05/31/2022","1","0","18977247","Not Completed",""
" -73.87835531","40.70453961","Queens","11385","71-24","72 PLACE","0","4965196","405","05/31/2022","30","0","9546630","Not Completed",""
" -73.87961885","40.70197461","Queens","11385","71-08","MYRTLE AVENUE","0","4996364","405","05/31/2022","30","0","9411567","Not Completed",""
" -73.89393288","40.69909540","Queens","11385","72-57","61 STREET","0","4949593","405","05/31/2022","30","0","6487244","Not Completed",""
" -73.89608269","40.69290586","Queens","11385","57-09","CLOVER PLACE","0","4953376","405","05/31/2022","30","0","5652337","Not Completed",""
" -73.98145529","40.65898211","Brooklyn","11215","253","PROSPECT PARK WEST","0","4973126","307","05/31/2022","39","0","14493146","Not Completed",""
" -74.15076676","40.62526068","Staten Island","10303","1860","FOREST AVENUE","0","5469719","501","05/31/2022","49","0","6621195","Not Completed",""
" -73.75329040","40.67965818","Queens","11413","134-21","SPRINGFIELD BOULEVARD","0","5621335","413","05/31/2022","31","0","7005946","Completed","2022-06-29 00:00:00"
" -73.84597008","40.67499592","Queens","11417","89-47","133 AVENUE","0","5002484","410","05/31/2022","32","0","12850839","Not Completed",""
" -73.94543063","40.66948174","Brooklyn","11213","694","EASTERN PARKWAY","0","5288434","309","05/31/2022","35","0","14044543","Completed","2022-05-02 00:00:00"
" -73.89871593","40.70111879","Queens","11385","70-10","60 STREET","0","5511640","405","05/31/2022","30","0","9546651","Not Completed",""
" -73.97936802","40.62830219","Brooklyn","11204","1843","48 STREET","0","5126972","312","05/31/2022","44","0","15449079","Not Completed",""
" -73.89241956","40.86192695","Bronx","10458","367","EAST FORDHAM ROAD","0","5287698","207","05/31/2022","15","0","6013517","Not Completed",""
" -73.84907632","40.70980373","Queens","11375","93-46","71 DRIVE","0","5423634","406","05/31/2022","29","0","19065078","Not Completed",""
" -73.89394471","40.69915104","Queens","11385","72-55","61 STREET","0","5424042","405","05/31/2022","30","0","6487243","Not Completed",""
" -73.75541619","40.66429369","Queens","11413","144-37","223 STREET","0","5442355","413","05/31/2022","31","0","6549050","Not Completed",""
" -73.70523089","40.74401144","Queens","11004","265-14","81 AVENUE","0","4309892","413","05/31/2022","23","0","16743007","Not Completed",""
" -73.75518167","40.66489063","Queens","11413","144-20","223 STREET","0","5445566","413","05/31/2022","31","0","6549059","Not Completed",""
" -73.81282005","40.67173673","Queens","11420","130-36","126 STREET","0","4427338","410","05/31/2022","28","0","16436500","Not Completed",""
" -73.77374111","40.76326922","Queens","11361","210-50","41 AVENUE","0","4935253","411","05/31/2022","19","0","14050543","Not Completed",""
" -73.74156402","40.67604120","Queens","11413","228-20","MERRICK BOULEVARD","0","5449730","413","05/31/2022","31","0","6589131","Not Completed",""
" -73.81745154","40.69990915","Queens","11418","89-34","134 STREET","0","4413912","409","05/31/2022","29","0","18783439","Not Completed",""
" -73.93107622","40.75621146","Queens","11106","36-027","30 STREET","0","4716433","401","05/31/2022","26","0","10025983","Not Completed",""
" -73.89033544","40.70153680","Queens","11385","71-27","65 STREET","0","4436412","405","05/31/2022","30","0","7310576","Not Completed",""
" -73.99606874","40.73089360","Manhattan","10003","5","WASHINGTON SQUARE NORTH","0","5466218","102","05/31/2022","1","0","18977248","Not Completed",""
" -73.84000689","40.70127357","Queens","11418","110-15","84 AVENUE","0","5451179","409","05/31/2022","32","0","18883395","Not Completed",""
" -73.94039995","40.80982659","Manhattan","10037","6","WEST 130 STREET","0","5770393","110","05/31/2022","9","0","7353014","Not Completed",""
" -73.83661804","40.71591716","Queens","11375","111-09","76 ROAD","0","5451214","406","05/31/2022","29","0","8248849","Not Completed",""
" -73.99940881","40.73118550","Manhattan","10011","37","WASHINGTON SQUARE WEST","0","5452551","102","05/31/2022","1","0","9554717","Not Completed",""
" -73.88248851","40.82679309","Bronx","10472","1140","CLOSE AVENUE","0","5565728","209","05/31/2022","17","0","14350869","Not Completed",""
" -74.07645671","40.62805719","Staten Island","10304","566","BAY STREET","0","5481047","501","05/31/2022","49","0","13746680","Not Completed",""
" -73.75634632","40.67131444","Queens","11413","141-05","SPRINGFIELD BOULEVARD","0","5621351","413","05/31/2022","31","0","7005962","Completed","2022-06-09 00:00:00"
" -73.88994956","40.71993546","Queens","11379","69-38","ELIOT AVENUE","0","5690805","405","05/31/2022","30","0","7196385","Not Completed",""
" -73.75513173","40.67792028","Queens","11413","136-20","SPRINGFIELD BOULEVARD","0","5621323","412","05/31/2022","27","0","7005929","Not Completed",""
" -73.75629737","40.67207856","Queens","11413","140-09","SPRINGFIELD BOULEVARD","0","5621349","413","05/31/2022","31","0","7005960","Not Completed",""
" -73.88856831","40.69682129","Queens","11385","78-33","65 STREET","0","5736795","405","05/31/2022","30","0","7310572","Not Completed",""
" -73.76843244","40.70498884","Queens","11412","188-08","LUDLUM AVENUE","0","5444242","412","05/31/2022","27","0","18520824","Not Completed",""
" -73.85287907","40.71588349","Queens","11375","94-15","69 AVENUE","0","5445373","406","05/31/2022","29","0","9279271","Not Completed",""
" -73.94640269","40.79064295","Manhattan","10029","165","EAST 104 STREET","0","5718754","111","05/31/2022","8","0","7258438","Not Completed",""
" -73.72860488","40.67823959","Queens","11422","242-24","130 AVENUE","0","5795258","413","05/31/2022","31","0","7425868","Not Completed",""
" -73.74156120","40.67636404","Queens","11413","228-20","MERRICK BOULEVARD","0","5449731","413","05/31/2022","31","0","6589132","Not Completed",""
" -73.73245715","40.68437995","Queens","11422","121-23","233 STREET","0","5449748","413","05/31/2022","31","0","6589148","Not Completed",""
" -73.75490486","40.68631813","Queens","11413","121-28","193 STREET","0","5845758","412","05/31/2022","27","0","7534850","Completed","2022-04-20 00:00:00"
" -73.76508518","40.68738134","Queens","11434","118-41","179 STREET","0","5872963","412","05/31/2022","27","0","18553893","Not Completed",""
" -73.90576641","40.71897972","Queens","11378","60-25","59 AVENUE","0","6140279","405","05/31/2022","30","0","8482692","Not Completed",""
" -73.76537782","40.68805145","Queens","11434","118-19","179 STREET","0","5872965","412","05/31/2022","27","0","18553901","Not Completed",""
" -74.09646085","40.60256989","Staten Island","10304","42","MEDFORD ROAD","0","5944395","502","05/31/2022","50","0","7771038","Not Completed",""
" -74.09630318","40.60269869","Staten Island","10304","34","MEDFORD AVENUE","0","5944396","502","05/31/2022","50","0","7771039","Not Completed",""
" -73.93632951","40.79720703","Manhattan","10035","318","EAST 117 STREET","0","6004555","111","05/31/2022","8","0","7993454","Not Completed",""
" -73.99282817","40.72607746","Manhattan","10012","48","BOND STREET","0","6022262","102","05/31/2022","1","0","8069110","Not Completed",""
" -73.76921756","40.70662661","Queens","11423","102-53","188 STREET","0","6012249","412","05/31/2022","27","0","18535681","Not Completed",""
" -73.76924159","40.70669457","Queens","11423","102-49","188 STREET","0","6012250","412","05/31/2022","27","0","18535695","Not Completed",""
" -73.85915971","40.72643499","Queens","11374","95-02","65 ROAD","0","6078453","406","05/31/2022","29","0","8201572","Not Completed",""
" -73.88800971","40.82721416","Bronx","10459","1131","LONGFELLOW AVENUE","0","6083669","203","05/31/2022","17","0","8236075","Not Completed",""
" -73.88801887","40.82736665","Bronx","10459","1137","LONGFELLOW AVENUE","0","6083670","203","05/31/2022","17","0","8236076","Not Completed",""
" -73.89009833","40.70399064","Queens","11385","70-01","65 PLACE","0","5736797","405","05/31/2022","30","0","7310577","Not Completed",""
" -73.93411144","40.75538542","Queens","11101","37-34","28 STREET","0","5641141","401","05/31/2022","26","0","9991508","Not Completed",""
